,User,Influence_Score
787,ithinfluencer_239,0
788,kinfluencer_789,0
789,influencer_709,0
790,fluencer_685,0
791,fluencer_360,0
792,influencer_961,0
793,nfluencer_308,0
794,luencer_643,0
795,fluencer_41,0
796,fluencer_300,0
797,nfluencer_87,0
798,uencer_899,0
799,88influencer_640,0
800,88influencer_641,0
801,nfluencer_470,0
802,iefinfluencer_311,0
803,nfluencer_175,0
804,uencer_541,0
805,fluencer_775,0
806,influencer_784,0
807,uencer_909,0
808,gkinfluencer_119,0
809,fluencer_376,0
810,nfluencer_281,0
811,luencer_832,0
812,influencer_918,0
813,sinfluencer_501,0
814,uencer_859,0
815,sinfluencer_474,0
816,fluencer_259,0
817,ialinfluencer_823,0
818,fluencer_862,0
819,nfluencer_314,0
820,luencer_707,0
821,960influencer_352,0
822,luencer_583,0
823,siinfluencer_795,0
824,luencer_821,0
825,fluencer_90,0
826,nfluencer_184,0
827,luencer_497,0
828,uencer_871,0
829,oninfluencer_542,0
830,influencer_262,0
831,fluencer_389,0
832,luencer_944,0
833,luencer_724,0
834,nfluencer_814,0
835,luencer_667,0
836,nfluencer_351,0
837,orinfluencer_67,0
838,orinfluencer_71,0
839,orinfluencer_81,0
840,encer_503,0
841,fluencer_216,0
842,935influencer_506,0
843,influencer_546,0
844,sinfluencer_893,0
845,influencer_269,0
846,uencer_142,0
847,luencer_244,0
848,luencer_208,0
849,luencer_785,0
850,influencer_929,0
851,influencer_284,0
852,rinfluencer_734,0
853,irbinfluencer_148,0
854,luencer_946,0
855,luencer_413,0
856,nfluencer_301,0
857,luencer_310,0
858,uencer_108,0
859,uencer_337,0
860,ginfluencer_187,0
861,uencer_594,0
862,ncer_562,0
863,fluencer_282,0
864,einfluencer_895,0
865,uencer_23,0
866,fluencer_241,0
867,luencer_528,0
868,fluencer_68,0
869,fluencer_70,0
870,fluencer_82,0
871,ncer_115,0
872,fluencer_611,0
873,cinfluencer_482,0
874,ninfluencer_590,0
875,0influencer_331,0
876,fluencer_155,0
877,fluencer_484,0
878,oinfluencer_599,0
879,uencer_730,0
880,nfluencer_66,0
881,fluencer_523,0
882,ncer_771,0
883,nfluencer_555,0
884,encer_686,0
885,ainfluencer_623,0
886,ninfluencer_879,0
887,fluencer_400,0
888,teinfluencer_380,0
889,influencer_668,0
890,fluencer_363,0
891,luencer_639,0
892,influencer_912,0
893,oninfluencer_843,0
894,yinfluencer_268,0
895,yinfluencer_556,0
896,encer_490,0
897,influencer_691,0
898,uencer_306,0
899,encer_959,0
900,luencer_39,0
901,luencer_138,0
902,sinfluencer_990,0
903,uencer_855,0
904,luencer_853,0
905,influencer_180,0
906,ncer_905,0
907,uencer_727,0
908,fluencer_924,0
909,encer_141,0
910,encer_144,0
911,encer_149,0
912,mesinfluencer_660,0
913,ncer_579,0
914,encer_514,0
915,uencer_253,0
916,luencer_632,0
917,luencer_881,0
918,influencer_46,0
919,nfluencer_507,0
920,uencer_249,0
921,influencer_805,0
922,nfluencer_126,0
923,influencer_176,0
924,encer_15,0
925,r21influencer_449,0
926,nfluencer_578,0
927,influencer_325,0
928,nfluencer_500,0
929,luencer_567,0
930,TDinfluencer_678,0
931,fluencer_816,0
932,uencer_770,0
933,influencer_229,0
934,nfluencer_188,0
935,ttinfluencer_270,0
936,fluencer_97,0
937,uencer_104,0
938,luencer_245,0
939,nfluencer_674,0
940,nfluencer_85,0
941,influencer_662,0
942,encer_101,0
943,fluencer_563,0
944,ineinfluencer_206,0
945,uencer_204,0
946,nfluencer_636,0
947,ncer_716,0
948,fluencer_892,0
949,ninfluencer_911,0
950,rinfluencer_778,0
951,uencer_341,0
952,irdinfluencer_979,0
953,ooninfluencer_61,0
954,rinfluencer_479,0
955,ninfluencer_124,0
956,fluencer_725,0
957,nfluencer_156,0
958,fluencer_157,0
959,hinfluencer_552,0
960,influencer_827,0
961,luencer_969,0
962,ineinfluencer_991,0
963,uencer_819,0
964,luencer_913,0
965,influencer_406,0
966,nfluencer_573,0
967,Ainfluencer_222,0
968,Ainfluencer_600,0
969,Binfluencer_225,0
970,Binfluencer_605,0
971,influencer_553,0
972,luencer_93,0
973,encer_947,0
974,ncer_140,0
975,egainfluencer_442,0
976,luencer_372,0
977,luencer_47,0
978,aninfluencer_864,0
979,influencer_64,0
980,winfluencer_677,0
981,luencer_650,0
982,luencer_197,0
983,fluencer_894,0
984,nfluencer_271,0
985,9influencer_584,0
986,hainfluencer_740,0
987,luencer_22,0
988,ncer_14,0
989,encer_798,0
990,erinfluencer_303,0
991,uencer_6,0
992,luencer_960,0
993,encer_824,0
994,influencer_752,0
995,fluencer_521,0
996,influencer_810,0
997,luencer_174,0
